Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Price range,Aggregate rating,Rating color,Rating text,Votes
2267,Giani's,?,New Delhi,28 UA; Main Bungalow Road; Jawahar Nagar; Kamla Nagar; New Delhi,?,?,77.2082938,28.67999,?,?,?,?,?,?,Good,167
18377630,Havmor Ice Cream,1,?,?,?,Kamla Nagar; New Delhi,?,28.679521,?,?,?,?,3.7,?,?,20
18289256,Keventers,?,New Delhi,Shop 6030; 1 UB; Jawahar Nagar; Kamla Nagar; New Delhi,Kamla Nagar,?,77.2062459,28.6826835,Beverages,250,?,?,?,?,?,?
300849,?,1,New Delhi,?,Kamla Nagar,Kamla Nagar; New Delhi,77.2027451,?,Mithai; Chinese; Street Food,?,?,?,3.8,?,?,?
6675,?,1,New Delhi,?,Kamla Nagar,Kamla Nagar; New Delhi,77.2066539,?,?,?,?,?,3.6,?,?,62
18430598,Nukkadwala,?,New Delhi,27A; Block-UA; Jawahar Nagar; Kamla Nagar; New Delhi,Kamla Nagar,?,?,28.680957,Fast Food; Street Food,?,?,?,?,?,Good,58
303082,?,?,New Delhi,14 A; Shakti Nagar Chowk; Main GT Karnal Road; Kamla Nagar; New Delhi,Kamla Nagar,Kamla Nagar; New Delhi,?,?,Street Food; North Indian,?,?,?,?,Yellow,Good,116
18445775,Orange Tree Cafe,?,New Delhi,4/2; Ground Floor; Opposite Raymond Showroom; Roop Nagar; Near Kamla Nagar; New Delhi,Kamla Nagar,?,0,?,Continental; Chinese; North Indian,?,?,?,?,Yellow,?,?
309805,Rigo Noodles,1,New Delhi,?,Kamla Nagar,Kamla Nagar; New Delhi,?,28.68121151,?,?,Indian Rupees(Rs.),?,?,Yellow,?,133
302972,?,1,?,?,?,Kamla Nagar; New Delhi,?,?,?,200,Indian Rupees(Rs.),?,?,?,?,150
7667,?,?,New Delhi,?,Kamla Nagar,?,?,28.6814952,Beverages; Fast Food,400,?,1,3.6,Yellow,?,261
307327,?,1,New Delhi,38/A; Satyawati Marg; Kamla Nagar; New Delhi,?,?,77.1992414,?,?,50,Indian Rupees(Rs.),1,?,?,?,131
304461,Shawarma Wala,?,?,?,Kamla Nagar,?,77.2075961,28.6808854,?,300,?,?,?,?,Good,234
300854,Shree Rathnam,1,?,3-F; Kamla Nagar Market; Kamla Nagar; New Delhi,?,?,?,28.6802681,?,?,Indian Rupees(Rs.),2,3.5,?,Good,85
306402,?,?,?,?,?,Kamla Nagar; New Delhi,77.2006788,?,Mithai; Street Food,?,?,?,?,Yellow,?,36
18157402,Sid's Kitchen,?,?,?,Kamla Nagar,?,77.20699288,?,North Indian; Chinese,500,Indian Rupees(Rs.),?,?,Yellow,Good,?
2272,?,1,?,?,?,Kamla Nagar; New Delhi,?,28.6796019,American; Fast Food; Salad; Healthy Food,500,?,2,3.5,?,?,?
18261675,?,1,?,?,?,Kamla Nagar; New Delhi,77.1934017,28.6709291,?,400,Indian Rupees(Rs.),1,?,Yellow,Good,47
18458347,?,1,?,Kamla Nagar Market; Kamla Nagar; New Delhi,?,?,77.20392846,?,?,?,?,2,3.8,Yellow,?,?
307415,Urban Hub,1,?,1st Floor; 4/2; Opposite Raymond Showroom; Roop Nagar; Near Kamla Nagar; New Delhi,Kamla Nagar,Kamla Nagar; New Delhi,?,?,?,1900,?,3,3.6,?,?,?
8985,?,?,New Delhi,?,Kamla Nagar,?,77.2033739,?,Street Food,150,Indian Rupees(Rs.),1,3.9,?,?,?
6667,Ved Dhaba,?,?,?,?,?,77.2054401,28.6777235,?,?,Indian Rupees(Rs.),1,?,Yellow,Good,?
18294234,Veg Ex,1,?,Bunglow Road;,?,Kamla Nagar; New Delhi,77.173372,?,?,?,Indian Rupees(Rs.),?,?,Yellow,Good,24
18458013,?,1,?,28; UA; Jawahar Nagar; Opposite Hansraj College Gate 5; Kamla Nagar; New Delhi,?,?,77.2083451,28.6801444,Chinese,300,?,1,3.6,Yellow,?,?
18218265,?,1,New Delhi,?,?,?,77.2051282,?,Bakery,?,Indian Rupees(Rs.),1,?,Yellow,?,?
18460325,Javed Chicken Corner,?,?,?,Kamla Nagar,?,77.2079014,?,?,400,Indian Rupees(Rs.),1,?,?,Not rated,?
18458658,Kamal Chicken,?,New Delhi,?,Kamla Nagar,Kamla Nagar; New Delhi,?,?,Mughlai; North Indian,500,?,?,?,White,Not rated,0
18458655,?,?,?,C Block; Main Road; Pratap Nagar; Near; Kamla Nagar; New Delhi,?,?,?,?,Chinese,200,?,?,0,White,?,0
4227,Chill'm Bar & Cafe,1,New Delhi,38; Bunglow Road; Kamla Nagar; New Delhi,Kamla Nagar,?,77.2047215,?,?,600,?,?,4.2,?,?,300
18418240,Coffee & Cream,1,New Delhi,?,Kamla Nagar,?,0,0,Beverages; Fast Food,?,?,?,4,Green,?,?
5083,Chawla Di Hutti,1,New Delhi,?,Kapashera,Kapashera; New Delhi,?,?,?,700,Indian Rupees(Rs.),?,?,?,Average,59
302254,?,?,New Delhi,?,?,Kapashera; New Delhi,77.0784756,?,North Indian,600,?,2,3.3,?,Average,?
300973,?,?,New Delhi,T-41-42; Super Market; Near Milan Cinema; New Moti Nagar; Near Karampura; New Delhi,?,Karampura; New Delhi,?,28.66228784,North Indian,?,Indian Rupees(Rs.),?,3.1,Orange,?,62
307069,?,1,New Delhi,T 32-34; Super Market; Near Milan Cinema; New Moti Nagar; Karampura; New Delhi,?,Karampura; New Delhi,?,?,North Indian,?,Indian Rupees(Rs.),?,3.4,Orange,Average,?
305289,?,?,?,2/31; Near Milan Cinema; Karampura; New Delhi,?,Karampura; New Delhi,77.14383926,?,Street Food,100,Indian Rupees(Rs.),?,4.1,?,Very Good,?
18376493,Amigo's Deli,?,?,?,Karkardooma,Karkardooma; New Delhi,77.29406979,28.65678454,Mughlai; Fast Food,350,?,?,?,Orange,Average,?
307989,?,?,New Delhi,B-10; Opposite Headgewar Hospital; East Arjun Nagar; Karkardooma; New Delhi,?,Karkardooma; New Delhi,?,?,North Indian; Chinese,?,?,1,3.2,?,Average,27
310899,Green Chick Chop,?,?,G 4; Plot 15; Saini Enclave Market; Karkardooma; New Delhi,Karkardooma,?,77.3054936,28.6511682,Raw Meats; North Indian; Fast Food,350,Indian Rupees(Rs.),?,?,?,?,33
18322591,Khana Vaana,?,New Delhi,?,Karkardooma,?,77.3027743,28.6534064,?,300,?,?,3.4,?,Average,?
18486915,?,1,?,?,Karkardooma,Karkardooma; New Delhi,0,?,Chinese; Fast Food; Ice Cream,200,Indian Rupees(Rs.),?,?,?,?,11
302488,Nazeer Foods,1,New Delhi,?,Karkardooma,?,?,?,?,550,?,2,?,Orange,Average,87
3173,Pind Balluchi,1,?,410; Karkardooma Village; Opposite Karkardooma Metro Station; Karkardooma; New Delhi,Karkardooma,?,77.3047359,?,?,?,?,?,?,?,Average,?
313413,Rumours,?,New Delhi,21; Hargobind Enclave; Near Karkarduma Metro Station; Karkardooma; New Delhi,Karkardooma,?,?,?,North Indian; Chinese; Italian,?,?,3,3.4,Orange,?,232
307818,?,1,?,?,Karkardooma,Karkardooma; New Delhi,?,?,North Indian; Mughlai; Chinese; Continental,?,?,?,3.2,?,Average,177
310332,?,1,New Delhi,Plot 7; Karkardooma Community Center; Karkardooma; New Delhi,Karkardooma,?,?,?,North Indian; Mediterranean; Continental,?,?,?,?,Orange,?,?
2295,?,1,?,?,?,?,?,28.6484654,North Indian; Mughlai; Chinese,800,?,2,3.6,?,Good,306
18361742,Cafe Shloka,?,?,?,Karkardooma,?,?,?,?,?,?,?,3.5,?,Good,63
303578,Chawla's Tandoori Junction,1,?,G-3; Pankaj Plaza 2; Community Center; Karkardooma; New Delhi,Karkardooma,?,77.3031754,?,North Indian,?,Indian Rupees(Rs.),?,?,?,Good,159
18429394,?,?,New Delhi,A 282; Surajmal Vihar; Karkardooma; New Delhi,Karkardooma,Karkardooma; New Delhi,?,28.6601143,South Indian; North Indian; Chinese,800,?,?,?,?,?,28
6705,?,1,?,?,?,?,77.3051329,28.6509065,Street Food; Mithai,400,Indian Rupees(Rs.),?,3.5,Yellow,Good,?
18250020,Palomino,?,New Delhi,11; Jagriti Enclave; Karkardooma; New Delhi,?,Karkardooma; New Delhi,77.3079592,?,?,1600,?,?,?,?,Good,213
18235498,?,1,New Delhi,C-5; Opposite Pushpanjali Medical Centre; Karkardooma; New Delhi,?,?,77.3094489,28.654069,?,1150,?,?,?,Yellow,?,?
300910,?,1,New Delhi,Ground Floor; Pramesh Tower; Karkardooma Community Centre; Karkardooma; New Delhi,?,?,?,?,?,?,?,1,3.8,Yellow,Good,300
18317477,The Barbeque Company,1,New Delhi,?,?,Karkardooma; New Delhi,77.3011095,?,?,?,Indian Rupees(Rs.),3,3.8,?,?,248
308638,The Wrap Factory,1,?,?,?,?,77.3062599,?,?,250,?,1,3.6,?,?,?
1270,?,1,?,G-7; Pankaj Plaza 2; Karkardooma Community Center; Opposite Dayanand Vihar; Karkardooma; New Delhi,Karkardooma,Karkardooma; New Delhi,?,?,North Indian; Chinese,750,?,2,?,?,Good,132
18268715,?,1,?,?,?,Karkardooma; New Delhi,?,28.6484283,Desserts; Fast Food; Ice Cream,?,Indian Rupees(Rs.),1,?,Green,?,95
312518,?,?,New Delhi,House 1; Dayanand Vihar; Opposite HOD; Karkardooma; New Delhi,Karkardooma,?,77.3020809,28.6467421,Ice Cream; Desserts,?,Indian Rupees(Rs.),?,4,Green,?,?
304028,?,1,New Delhi,?,Karol Bagh,?,77.1952884,28.646476,South Indian; North Indian; Chinese; Street Food; Fast Food,?,?,2,?,Orange,?,39
7422,?,1,?,?,?,Karol Bagh; New Delhi,77.1919642,28.6470539,?,250,?,?,3.4,Orange,Average,?
306096,Amritsari Chaap Corner,1,?,5060/1; Sant Nagar; Main Desh Bandhu Gupta Road; Karol Bagh; New Delhi,Karol Bagh,?,?,?,North Indian,200,Indian Rupees(Rs.),?,2.9,Orange,?,?
7450,Aroma Spice,1,New Delhi,15A/61; WEA; Karol Bagh; New Delhi,Karol Bagh,Karol Bagh; New Delhi,?,?,?,?,?,2,?,?,Average,51
306106,Boheme Cafe Bar,?,New Delhi,16-A/1; WEA; Near Metro Station; Karol Bagh; New Delhi,?,?,?,28.6458903,North Indian; Chinese; Continental; Italian,1100,?,?,?,Orange,?,?
303963,?,1,New Delhi,Jhandewalan Metro Station; Karol Bagh; New Delhi,?,Karol Bagh; New Delhi,?,?,?,450,?,1,2.6,?,Average,?
18124379,Chinese King,?,New Delhi,Shop 6; 15-A/5; Near Pooja Park; Karol Bagh; New Delhi,?,Karol Bagh; New Delhi,77.1875617,?,Chinese; North Indian; Mughlai,?,?,?,?,Orange,Average,?
310758,?,1,?,7724; New Market; Near Liberty Cinema; Karol Bagh; New Delhi,?,Karol Bagh; New Delhi,?,?,Chinese; North Indian,600,Indian Rupees(Rs.),?,?,Orange,Average,71
309606,?,?,New Delhi,14A/34; China Market; Near Karol Bagh Metro Station; Karol Bagh; New Delhi,Karol Bagh,?,?,?,?,?,Indian Rupees(Rs.),2,?,Orange,Average,122
2408,?,?,New Delhi,17-A/1; WEA Gurudwara Road; Jessa Ram Hospital; Near Metro Pillar 99; Karol Bagh; New Delhi,?,?,77.1899106,28.6448625,North Indian; Chinese; Mughlai,?,?,2,?,Orange,Average,?
309560,Domino's Pizza,1,New Delhi,61/34; 1st Floor; New Rohtak Road; Karol Bagh; New Delhi,Karol Bagh,?,77.19380312,28.65824145,Pizza; Fast Food,?,?,2,?,?,?,43
306405,?,?,New Delhi,?,Karol Bagh,?,77.1892688,28.6467961,Ice Cream; Desserts,?,?,1,3.4,Orange,Average,?
5529,?,1,New Delhi,A/2; Prahlad Market; Desh Bandhu Gupta Road; Karol Bagh; New Delhi,Karol Bagh,Karol Bagh; New Delhi,?,?,?,?,Indian Rupees(Rs.),?,2.7,?,?,?
9459,?,?,New Delhi,7-A/45; WEA; Karol Bagh; New Delhi,?,Karol Bagh; New Delhi,77.1838779,28.6455636,?,?,?,2,3.1,Orange,Average,?
300359,Kwality Bengali Sweets,1,New Delhi,8351; Rani Jhansi Road; Near Filmistan; Karol Bagh; New Delhi,?,?,77.20330585,28.65947151,Desserts; Mithai,200,?,1,2.9,?,Average,?
18128869,Little Chef,?,?,?,Karol Bagh,?,77.18858656,?,?,500,Indian Rupees(Rs.),?,2.7,Orange,?,32
9011,M J Dosa Corner,1,?,?,?,Karol Bagh; New Delhi,77.1870226,?,?,150,Indian Rupees(Rs.),1,?,Orange,?,?
5507,Moolchand's,?,?,2695; Desh Bandhu Gupta Road; Karol Bagh; New Delhi,?,?,?,28.65203681,North Indian; South Indian; Chinese; Fast Food,450,Indian Rupees(Rs.),?,3.3,?,?,?
303704,New Angaar Hyderabadi,?,New Delhi,11747/4; Sant Nagar; Karol Bagh; New Delhi,Karol Bagh,Karol Bagh; New Delhi,?,28.64837929,?,?,Indian Rupees(Rs.),?,?,?,?,134
1924,?,?,?,2; Ghaffar Market; Karol Bagh; New Delhi,?,?,?,28.649189,North Indian,350,Indian Rupees(Rs.),1,3.3,?,Average,?
300257,?,1,New Delhi,?,?,?,77.19076987,28.64568939,?,?,Indian Rupees(Rs.),2,?,?,?,90
7534,?,?,New Delhi,Netaji Subhash Market; Ajmal Khan Road; Karol Bagh; New Delhi,Karol Bagh,Karol Bagh; New Delhi,?,?,North Indian,?,?,2,?,?,Average,?
1925,?,?,?,?,?,Karol Bagh; New Delhi,?,28.6464708,South Indian,400,Indian Rupees(Rs.),1,2.7,?,Average,47
311719,?,?,New Delhi,1963; Nai Bank Street; Karol Bagh; New Delhi,Karol Bagh,?,77.1962767,28.6494371,?,300,Indian Rupees(Rs.),1,3.4,?,Average,?
1926,Punjab Sweet Corner,?,?,15-A/65; Ajmal Khan Road; Karol Bagh; New Delhi,?,Karol Bagh; New Delhi,77.1894036,28.6462267,?,?,Indian Rupees(Rs.),1,3.3,?,?,?
306392,R1 Lounge,?,New Delhi,?,?,Karol Bagh; New Delhi,77.18532767,28.64555639,North Indian; Mughlai; Chinese,?,Indian Rupees(Rs.),?,2.6,?,?,?
306338,?,1,?,?,Karol Bagh,?,77.18557075,?,?,700,Indian Rupees(Rs.),2,2.5,Orange,Average,?
1905,Raffles,?,New Delhi,6/78; Ajmal Khan Road; Karol Bagh; New Delhi,Karol Bagh,Karol Bagh; New Delhi,?,28.6478036,?,?,?,2,?,Orange,Average,?
300350,?,?,?,8586; East Park Road; Model Basti; Karol Bagh; New Delhi,Karol Bagh,?,77.20225945,28.65795725,Mithai,150,?,1,2.8,Orange,?,?
7424,Ramas Cafe,?,?,6/79; Padam Singh Road; WEA; Opposite Narang Sales; Naiwala; Karol Bagh; New Delhi,?,?,77.1919134,?,South Indian; Chinese; North Indian,350,?,1,3.3,Orange,?,?
1906,?,1,New Delhi,2305; Arya Samaj Road; Karol Bagh; New Delhi,?,Karol Bagh; New Delhi,77.1924134,28.6484406,?,550,?,?,?,Orange,?,?
1908,Sandoz,1,New Delhi,DB Gupta Road; Karol Bagh; New Delhi,?,Karol Bagh; New Delhi,?,?,?,?,Indian Rupees(Rs.),?,2.7,?,Average,56
1618,?,?,?,17-A/32; WEA Gurudwara Road; Near Metro Pillar 98; Karol Bagh; New Delhi,Karol Bagh,Karol Bagh; New Delhi,77.190378,?,?,?,?,2,?,Orange,?,247
309064,?,?,New Delhi,B-1/8; Below Karol Bagh Metro Station; Pusa Road; Karol Bagh; New Delhi,?,Karol Bagh; New Delhi,77.1888196,?,?,450,?,1,3.1,?,?,90
1931,?,?,?,?,?,?,77.18850777,28.64772433,?,900,Indian Rupees(Rs.),?,2.7,Orange,?,?
18277018,Spicy N Karara,1,?,15/64; West Extension Area; Ajma Khan Road; Karol Bagh; New Delhi,?,Karol Bagh; New Delhi,77.1892688,?,North Indian; Chinese; Fast Food,650,?,2,3.3,?,Average,?
18425764,?,1,New Delhi,?,Karol Bagh,Karol Bagh; New Delhi,77.19650377,28.64966566,?,650,?,2,3.4,?,Average,?
1933,Sri Krishna Udupi,?,New Delhi,12-A/20; WEA; Saraswati Marg; Karol Bagh; New Delhi,Karol Bagh,Karol Bagh; New Delhi,?,28.6471494,?,?,Indian Rupees(Rs.),?,?,?,Average,?
2411,Tempting Restaurant,?,?,?,?,?,77.1886399,?,?,750,?,2,2.7,Orange,Average,?
18377922,The Smokin' Grill by The Flashback,1,New Delhi,Shop 12; Apsara Arcade; Gate 7; Karol Bagh Metro Station; Karol Bagh; New Delhi,?,Karol Bagh; New Delhi,?,?,?,400,?,1,3.3,?,?,?
18138437,Three Tuns,?,New Delhi,938/3; Ilahi Bux Marg; Hotel La Vista; Karol Bagh; New Delhi,Karol Bagh,Karol Bagh; New Delhi,77.19822,?,European; Italian; Thai; Chinese; North Indian,?,Indian Rupees(Rs.),?,?,?,?,30
4655,?,?,New Delhi,1-A; Prahlad Market; D.B. Gupta Road; Karol Bagh; New Delhi,Karol Bagh,?,77.19013385,?,North Indian; Chinese,?,Indian Rupees(Rs.),2,?,?,?,69
18289258,?,?,?,2816; Ajmal Khan Road; Beside Roshan Di Kulfi; Karol Bagh; New Delhi,Karol Bagh,Karol Bagh; New Delhi,77.1923236,?,Tibetan; Fast Food,350,Indian Rupees(Rs.),?,2.6,?,Average,?
18198463,Wrap & Roll,1,New Delhi,?,?,?,77.18873441,?,?,400,Indian Rupees(Rs.),?,3.4,?,Average,36
300347,?,?,New Delhi,6/78; Ajmal Khan Road; Karol Bagh; New Delhi,Karol Bagh,?,77.1904368,28.6478036,?,400,?,1,?,?,Good,?
18423807,?,1,New Delhi,795; Main Joshi Road; Karol Bagh; New Delhi,?,Karol Bagh; New Delhi,0,?,?,?,?,1,3.5,?,Good,22
300661,?,?,New Delhi,?,?,?,77.20037386,28.65492631,North Indian; Mughlai,?,?,?,3.7,?,Good,456
18349796,Chargrill Resto Bar,1,New Delhi,?,?,Karol Bagh; New Delhi,77.18920581,28.64902483,?,?,Indian Rupees(Rs.),2,?,?,Good,43
306643,?,?,New Delhi,1/3; Pusha Road; Near Karol Bagh Metro Station; Karol Bagh; New Delhi,Karol Bagh,Karol Bagh; New Delhi,?,?,Fast Food,200,?,1,?,?,?,?
305758,Glenz Cafe N Bakers,?,?,5/2; WEA; Saraswati Marg; Opposite Swati Hotel; Karol Bagh; New Delhi,?,?,?,28.6471752,Cafe; Fast Food; Desserts,700,Indian Rupees(Rs.),?,?,Yellow,?,?
18240475,?,1,?,14A/33; Ground Floor; W.E.A.; 2nd Gol Chakkar; Channa Market; Karol Bagh; New Delhi,?,?,?,28.64575501,?,300,Indian Rupees(Rs.),1,3.5,?,?,26
18238241,Nazeer Foods,1,?,?,?,Karol Bagh; New Delhi,77.1941204,28.6521871,?,?,?,2,?,Yellow,?,27
306071,Pakode Ki Dukaan,1,?,?,Karol Bagh,Karol Bagh; New Delhi,?,28.65306658,?,50,?,1,3.6,?,?,35
8864,Peshawari Chicken Corner,?,New Delhi,?,?,?,?,?,North Indian,500,?,2,3.6,Yellow,Good,?
9643,?,?,?,11139; East Park Road; Opposite JD Titler School; Karol Bagh; New Delhi,Karol Bagh,?,77.20031988,28.65494308,North Indian,?,?,2,3.7,Yellow,Good,?
9016,?,?,?,Arya Samaj Road; Opposite Gaffar Market; Karol Bagh; New Delhi,Karol Bagh,Karol Bagh; New Delhi,?,28.649659,?,?,Indian Rupees(Rs.),?,3.6,?,Good,99
300594,?,?,?,14; Apsara Arcade; Near Metro Station; Karol Bagh; New Delhi,?,Karol Bagh; New Delhi,77.18897313,?,?,?,?,1,3.7,Yellow,Good,?
8872,Shri Rama Restaurant,?,?,21-B/1; New Rohtak Road; Karol Bagh; New Delhi,Karol Bagh,?,?,?,?,?,Indian Rupees(Rs.),2,3.5,?,Good,?
2407,Sri Balaji,?,New Delhi,17-A/41; WEA Gurudwara Road; Karol Bagh; New Delhi,Karol Bagh,Karol Bagh; New Delhi,?,?,South Indian; North Indian,600,?,?,?,?,Good,?
7526,?,?,New Delhi,2750/21; Ajmal Khan Road; Karol Bagh; New Delhi,Karol Bagh,?,77.1928736,28.6507302,Mithai; Street Food,200,Indian Rupees(Rs.),1,?,?,?,?
306403,Subway,?,New Delhi,15A/63; WEA; Karol Bagh; New Delhi,Karol Bagh,?,77.1892688,?,American; Fast Food; Salad; Healthy Food,?,Indian Rupees(Rs.),?,3.6,?,?,118
1301,?,?,New Delhi,15-A/56; Ajmal Khan Road; Opposite Roopak Store; Karol Bagh; New Delhi,Karol Bagh,?,77.188527,?,?,?,?,2,3.8,Yellow,Good,?
1904,?,1,?,?,Karol Bagh,Karol Bagh; New Delhi,77.1911718,?,North Indian,350,?,1,?,Yellow,?,?
18322672,?,1,New Delhi,?,Karol Bagh,?,?,?,Continental; Healthy Food,700,?,?,?,Yellow,Good,39
5560,The Spot,?,New Delhi,3379; DB Gupta Road; Near Police Station; Karol Bagh; New Delhi,?,Karol Bagh; New Delhi,77.191827,28.65317426,?,350,?,?,?,?,Good,?
307332,Wrapss,?,?,Near City Hospital; Pusa Road; Karol Bagh; New Delhi,?,?,77.1905267,?,?,350,?,1,?,?,Good,214
311755,Wrapss,?,?,B-1/8; Apsra Arcade; Near Karol Bagh Metro Station Gate 7; Karol Bagh; New Delhi,Karol Bagh,?,?,?,Chinese; Fast Food,350,Indian Rupees(Rs.),1,?,Yellow,Good,?
18396684,?,1,?,?,?,?,77.2,28.66,Fast Food,200,?,?,0,White,Not rated,0
18453049,Ganpati Bhoj,?,?,3270; Bahadurgarh Road Azad Market; Karol Bagh; New Delhi,?,Karol Bagh; New Delhi,77.20509924,?,?,350,?,1,?,White,?,1
312000,Pandit Dhaba,1,New Delhi,Near Filmistan Studio; Rani Jhansi Road; Karol Bagh; New Delhi,Karol Bagh,?,?,?,?,300,Indian Rupees(Rs.),1,?,White,Not rated,0
18203154,Red Chili Potato,1,?,?,Karol Bagh,?,77.2027979,?,Chinese,150,?,?,?,?,Not rated,0
305360,Cafe Coffee Day,?,?,422 D; Ground Floor; Metro Station; Karol Bagh; New Delhi,?,Karol Bagh; New Delhi,?,?,Cafe,?,?,?,2.3,Red,Poor,?
1923,?,?,New Delhi,5/66; Padam Singh Road; Karol Bagh; New Delhi,?,Karol Bagh; New Delhi,?,?,Finger Food,?,Indian Rupees(Rs.),3,2.4,?,Poor,?
8933,?,1,?,B-1/3; Behind City Hospital; Pusa Road; Karol Bagh; New Delhi,Karol Bagh,?,77.19061162,?,?,?,Indian Rupees(Rs.),?,?,Green,Very Good,?
312003,?,1,?,Prahlad Market; Deshbandhu Gupta Road; Karol Bagh; New Delhi,Karol Bagh,Karol Bagh; New Delhi,?,?,Street Food,200,Indian Rupees(Rs.),1,?,?,Very Good,74
18446504,?,1,New Delhi,?,?,?,?,?,Continental; North Indian; American; Italian; Mexican,1050,Indian Rupees(Rs.),?,4.3,Green,Very Good,142
3541,Zaffran,1,New Delhi,?,?,Kasbah; Greater Kailash (GK) 1; New Delhi,77.2329263,28.556869,?,2000,?,4,4.5,?,?,?
189,?,1,New Delhi,ISBT; Railway Station; Kashmiri Gate; New Delhi,Kashmiri Gate,?,?,?,Fast Food; Burger,?,Indian Rupees(Rs.),2,?,Orange,Average,?
18322651,?,1,?,?,Khan Market,Khan Market; New Delhi,77.2263032,28.5997542,American; Fast Food,?,?,?,?,Orange,?,?
5586,?,?,?,?,?,Khan Market; New Delhi,77.2273577,?,Bakery; Desserts,300,?,1,?,Orange,?,29
303574,?,1,?,48; Prithviraj Market; Khan Market; New Delhi,?,Khan Market; New Delhi,?,28.6004185,?,?,?,2,?,?,Average,?
304628,Prabhu Chaat Bhandar,?,New Delhi,Dholpur House; Shahjahan Road; Near UPSC Office; Khan Market; New Delhi,Khan Market,?,77.2276721,?,Street Food,?,Indian Rupees(Rs.),?,3.2,Orange,?,?
4624,?,?,?,58-A; Khan Market; New Delhi,Khan Market,Khan Market; New Delhi,?,28.6003209,?,?,Indian Rupees(Rs.),2,?,Orange,Average,89
1614,?,1,?,68-A; Khan Market; New Delhi,Khan Market,?,77.2274475,?,Italian; Continental; European; Cafe,?,?,3,4.5,?,Excellent,4986
8244,?,?,?,?,Khan Market,?,?,?,Italian; Continental; European; Cafe,1500,Indian Rupees(Rs.),3,?,Dark Green,?,?
3406,?,1,New Delhi,47; Middle Lane; Khan Market; New Delhi,Khan Market,Khan Market; New Delhi,?,28.6008757,?,?,Indian Rupees(Rs.),?,?,?,Good,863
309576,?,1,?,?,Khan Market,Khan Market; New Delhi,77.2260623,?,Mughlai,600,?,?,?,?,Good,157
4741,Boombox Cafe,?,New Delhi,2 & 3; Khan Market; New Delhi,Khan Market,Khan Market; New Delhi,?,?,American; Italian; North Indian; Chinese; Lebanese,?,?,4,?,?,?,?
310674,Cafe Illuminatii,1,?,2nd Floor; Shop 18; Inner Lane; Khan Market; New Delhi,Khan Market,Khan Market; New Delhi,?,?,Continental; Kashmiri; Italian; North Indian; Moroccan,2500,?,?,?,?,Good,?
1901,?,1,?,Shop 23; 1st & 2nd Floor; Khan Market; New Delhi,?,Khan Market; New Delhi,?,28.600052,?,1000,Indian Rupees(Rs.),3,3.6,?,?,?
813,?,1,?,?,Khan Market,Khan Market; New Delhi,77.2276954,?,Chinese,1000,?,?,?,?,Good,?
304989,Chokola,1,New Delhi,67-A; Khan Market; New Delhi,Khan Market,?,77.2265943,28.5997809,Cafe; Desserts; Bakery,?,?,?,3.8,?,Good,?
300642,Cravings By Arshi Dhupia,1,New Delhi,?,?,Khan Market; New Delhi,?,?,Bakery; Desserts; Fast Food,800,?,2,3.6,Yellow,Good,?
307284,Harry's Bar + Cafe,1,?,?,?,?,?,?,Mediterranean; American; Asian,1700,?,3,3.7,Yellow,Good,395
844,?,1,?,Shop 50; 1st Floor; Middle Lane; Khan Market; New Delhi,?,Khan Market; New Delhi,?,28.6007455,Mughlai; North Indian,?,?,2,?,?,Good,?
308337,?,?,New Delhi,1st Floor; 29-B; Middle Lane; Khan Market; New Delhi,Khan Market,?,77.2275373,?,?,1700,Indian Rupees(Rs.),?,?,?,Good,?
307822,?,1,?,51-A; Khan Market; New Delhi,?,Khan Market; New Delhi,77.227379,?,?,1400,?,?,?,?,Good,454
3425,?,1,?,?,Khan Market,?,77.2264353,28.5996365,?,2000,?,4,?,Yellow,Good,203
6271,Laziz Kabab (Subhash Restaurant),?,?,?,Khan Market,Khan Market; New Delhi,77.2259206,28.6006577,Mughlai,?,?,?,?,Yellow,?,79
312710,Mr. Choy,1,?,15; Middle Lane; Khan Market; New Delhi,?,?,77.2268188,?,Seafood; Chinese; Japanese; Vietnamese; Asian; Thai,1200,Indian Rupees(Rs.),?,3.9,?,?,287
18255125,?,?,?,67-68; Khan Market; New Delhi,?,?,?,?,European,2100,?,?,3.8,Yellow,Good,199
18285728,Qureshi Kabab,?,New Delhi,L-2; Gate 4; Metro Station; Khan Market; New Delhi,Khan Market,Khan Market; New Delhi,?,28.602474,?,450,Indian Rupees(Rs.),?,?,?,?,17
305686,Side Wok,1,?,19; Khan Market; New Delhi,?,?,77.2269984,28.5999538,Burmese; Chinese; Japanese; Malaysian; Thai,2000,?,?,?,Yellow,Good,372
154,Subway,1,New Delhi,8-C; Khan Market; New Delhi,Khan Market,?,77.2260104,?,American; Fast Food; Salad; Healthy Food,?,?,?,?,?,Good,188
18361747,t Lounge by Dilmah,1,New Delhi,?,?,?,?,?,?,800,?,2,?,Yellow,?,?
9618,The Blue Door Cafe,?,?,66; Middle Lane; Khan Market; New Delhi,Khan Market,Khan Market; New Delhi,77.2269577,28.5999548,Italian; French; European; Cafe,?,?,?,3.7,Yellow,?,?
307370,?,1,?,?,Khan Market,?,77.2269984,?,?,?,Indian Rupees(Rs.),2,3.8,Yellow,?,?
